,Id,JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year,Notes,Agency,Status,gender
121425,121426,electrician,94305.01,5972.45,0,34473.09,100277.46,134750.55,2014,,San Francisco,FT,male
119170,119171,transit supervisor,92019,19499.19,2270.53,34903.6,113788.72,148692.32,2014,,San Francisco,FT,male
117597,117598,senior building inspector,120350.06,178.24,0,39569.11,120528.3,160097.41,2014,,San Francisco,FT,male
112027,112028,sergeant 3,137982.03,36881.6,5498.58,42818.8,180362.21,223181.01,2014,,San Francisco,FT,male
113600,113601,utility plumber supervisor 1,106751.21,44457.2,7011.65,37879.33,158220.06,196099.39,2014,,San Francisco,FT,male
139404,139405,environmental service worker,31592.8,1274.8,178.5,8144.01,33046.1,41190.11,2014,,San Francisco,FT,male
111217,111218,emt/paramedic/firefighter,130229.88,53244.23,16025.9,47455.7,199500.01,246955.71,2014,,San Francisco,FT,male
132882,132883,custodian,54703,1764.31,5254.42,26965.79,61721.73,88687.52,2014,,San Francisco,FT,male
111954,111955,firefighter,112703.74,51150.6,18145.88,43401.84,182000.22,225402.06,2014,,San Francisco,FT,male
120361,120362,deputy sheriff,94191,2335.33,8526.33,35498.6,105052.66,140551.26,2014,,San Francisco,FT,male
135093,135094,materials/supplies supervisor,54573.02,0,624,25926.34,55197.02,81123.36,2014,,San Francisco,FT,
110864,110865,nurse manager,174462,0,33147.78,56742.91,207609.78,264352.69,2014,,San Francisco,FT,
111359,111360,is project director,148210.65,0,46836.53,45525.16,195047.18,240572.34,2014,,San Francisco,FT,
121335,121336,airport safety officer,83863.01,17216,764.37,33380.9,101843.38,135224.28,2014,,San Francisco,FT,male
114127,114128,airport electrician,108476.03,34528.16,8640,37666.03,151644.19,189310.22,2014,,San Francisco,FT,male
132603,132604,custodian,54703,2444.97,5422.56,27000.66,62570.53,89571.19,2014,,San Francisco,FT,male
135859,135860,assessor-recorder office spec,50003.13,0,0,27023.74,50003.13,77026.87,2014,,San Francisco,FT,
130371,130372,principal clerk,68449.75,1338.35,0,28191.59,69788.1,97979.69,2014,,San Francisco,FT,
122305,122306,automotive machinist,79760.8,8318.55,9180.88,33310.11,97260.23,130570.34,2014,,San Francisco,FT,
127138,127139,executive secretary 2,78319,0,0,30982.66,78319,109301.66,2014,,San Francisco,FT,female
124717,124718,contract compliance officer 1,86163.5,0,0,32652.75,86163.5,118816.25,2014,,San Francisco,FT,female
114542,114543,public health nurse,133150.01,0,5261.48,46138.82,138411.49,184550.31,2014,,San Francisco,FT,female
127461,127462,parking control officer,59328.3,20224.27,1595.24,27098.22,81147.81,108246.03,2014,,San Francisco,FT,male
124010,124011,training officer,89127,0,0,33341.43,89127,122468.43,2014,,San Francisco,FT,
133684,133685,cashier 2,58267.19,456.56,943.85,26799.98,59667.6,86467.58,2014,,San Francisco,FT,
119876,119877,senior personnel analyst,106827.02,0,0,37200.88,106827.02,144027.9,2014,,San Francisco,FT,
118934,118935,attorney (civil/criminal),110404.4,0,1312.5,38848.28,111716.9,150565.18,2014,,San Francisco,FT,
131637,131638,hsa sr eligibility worker,63221.57,0,1337.13,28601.64,64558.7,93160.34,2014,,San Francisco,FT,
114040,114041,registered nurse,139284.7,1001.99,11855.23,38241.63,152141.92,190383.55,2014,,San Francisco,FT,
133873,133874,unit clerk,53121.6,648.61,4836.53,27080.18,58606.74,85686.92,2014,,San Francisco,FT,
135460,135461,patient care assistant,43242.78,11517.42,343.98,24350.42,55104.18,79454.6,2014,,San Francisco,FT,
112525,112526,assoc engineer,164115.01,0,0,48418.35,164115.01,212533.36,2014,,San Francisco,FT,
129675,129676,legal secretary 1,70755.43,0,0,30042.53,70755.43,100797.96,2014,,San Francisco,FT,female
113966,113967,registered nurse,141482.01,0,2583.53,47451.36,144065.54,191516.9,2014,,San Francisco,FT,female
130185,130186,real property appraiser,68101.02,0,1200,29435.57,69301.02,98736.59,2014,,San Francisco,FT,female
112339,112340,"captain, emergency med svcs",148032.02,1433.01,19779.84,47342.01,169244.87,216586.88,2014,,San Francisco,FT,female
119159,119160,psychiatric social worker,87192.98,18961.35,9856.05,32751.9,116010.38,148762.28,2014,,San Francisco,FT,female
125775,125776,program specialist,82589.02,0,0,31914.08,82589.02,114503.1,2014,,San Francisco,FT,
135365,135366,gardener,52635.01,557.44,0,26752.12,53192.45,79944.57,2014,,San Francisco,FT,female
125506,125507,librarian 1,81775.53,0,1576.17,32075.89,83351.7,115427.59,2014,,San Francisco,FT,female
131165,131166,secretary 2,65854.03,0,624,28391.75,66478.03,94869.78,2014,,San Francisco,FT,female
120877,120878,pr fare collections receiver,88458,1101.91,14076.89,34207.93,103636.8,137844.73,2014,,San Francisco,FT,female
119679,119680,nursing assistant,67934.44,41561.06,5934.01,29943.57,115429.51,145373.08,2014,,San Francisco,FT,
129542,129543,health worker 2,59379.98,14251.64,703.4,26938.19,74335.02,101273.21,2014,,San Francisco,FT,
112768,112769,firefighter,112703.72,37217.71,15973.39,42852.78,165894.82,208747.6,2014,,San Francisco,FT,
136602,136603,porter,45264.11,783.45,0,25771.61,46047.56,71819.17,2014,,San Francisco,FT,female
127032,127033,management assistant,77908.05,0,624,31026.2,78532.05,109558.25,2014,,San Francisco,FT,female
134923,134924,senior clerk,54087.5,0,921.6,26723.74,55009.1,81732.84,2014,,San Francisco,FT,female
128885,128886,library technical assistant 2,73425.23,0,599.31,29508.54,74024.54,103533.08,2014,,San Francisco,FT,female
112050,112051,nurse practitioner,168457.06,0,1400,53107.08,169857.06,222964.14,2014,,San Francisco,FT,female
134551,134552,senior clerk,54443.02,1257,624,26791.34,56324.02,83115.36,2014,,San Francisco,FT,female
133239,133240,senior clerk typist,59728.03,985.33,0,26916.65,60713.36,87630.01,2014,,San Francisco,FT,female
127814,127815,pharmacy technician,76425.91,0,595.71,30046.5,77021.62,107068.12,2014,,San Francisco,FT,female
125559,125560,administrative analyst,83359.83,0,0,31860.49,83359.83,115220.32,2014,,San Francisco,FT,female
129609,129610,library technical assistant 1,70085.91,0,1508.28,29457.78,71594.19,101051.97,2014,,San Francisco,FT,female
112068,112069,manager vi,164805,0,0,57776.8,164805,222581.8,2014,,San Francisco,FT,
119551,119552,is business analyst-senior,108561,0,633.92,37051.06,109194.92,146245.98,2014,,San Francisco,FT,
118472,118473,"sr. stationary eng, sew plant",97735.3,9951.9,8373.91,37000.1,116061.11,153061.21,2014,,San Francisco,FT,female
131369,131370,eligibility worker,65055.01,0,749,28217.18,65804.01,94021.19,2014,,San Francisco,FT,female
122349,122350,contract compliance officer 1,94946.29,0,0,35423.79,94946.29,130370.08,2014,,San Francisco,FT,female
120589,120590,deputy probation officer,95780.22,5747.01,3650.8,34156.08,105178.03,139334.11,2014,,San Francisco,FT,female
117493,117494,airport economic planner,121230.06,0,0,39757.05,121230.06,160987.11,2014,,San Francisco,FT,female
123204,123205,librarian 2,91009.46,0,1220.03,34074.86,92229.49,126304.35,2014,,San Francisco,FT,female
120814,120815,personnel analyst,102012.06,0,0,36150.59,102012.06,138162.65,2014,,San Francisco,FT,female
132155,132156,eligibility worker supervisor,58657.91,3141.9,1736.63,27713.32,63536.44,91249.76,2014,,San Francisco,FT,female
118528,118529,deputy sheriff,93311.99,9123,13139.46,37091.94,115574.45,152666.39,2014,,San Francisco,FT,female
136421,136422,medical evaluations assistant,47476.72,113.34,290,25338.61,47880.06,73218.67,2014,,San Francisco,FT,female
122162,122163,architectural associate 1,96541.53,0,0,34852.31,96541.53,131393.84,2014,,San Francisco,FT,female
114794,114795,is business analyst-principal,125662.05,8150.6,7948.86,40703.72,141761.51,182465.23,2014,,San Francisco,FT,female
129292,129293,asst engr,83074.14,0,0,18987.24,83074.14,102061.38,2014,,San Francisco,FT,
113861,113862,registered nurse,134145.01,4147.3,8424.95,46090.9,146717.26,192808.16,2014,,San Francisco,FT,
133111,133112,custodian,52832,2315.42,4007.04,28830.32,59154.46,87984.78,2014,,San Francisco,FT,
133988,133989,porter,54703,0,3888.95,26668.65,58591.95,85260.6,2014,,San Francisco,FT,
131838,131839,museum guard,61036.01,3426.74,624,27333.53,65086.75,92420.28,2014,,San Francisco,FT,
126720,126721,medical evaluations assistant,63434.42,19399.46,200,27642.92,83033.88,110676.8,2014,,San Francisco,FT,female
127300,127301,eligibility worker,65055,13151.23,2080.68,28509.87,80286.91,108796.78,2014,,San Francisco,FT,female
128917,128918,sr payroll & personnel clerk,73390.12,157.11,0,29886.8,73547.23,103434.03,2014,,San Francisco,FT,female
130757,130758,senior collections officer,67126.33,0,0,29212.11,67126.33,96338.44,2014,,San Francisco,FT,female
128916,128917,"rep, human rights comm",72911.8,0,0,30524.25,72911.8,103436.05,2014,,San Francisco,FT,female
126243,126244,employment & training spec 3,80569.34,0,386.1,31555.95,80955.44,112511.39,2014,,San Francisco,FT,female
134738,134739,senior clerk,54443,0,1040,26890,55483,82373,2014,,San Francisco,FT,female
134273,134274,transit operator,49527.29,4803.87,1400.04,28382.63,55731.2,84113.83,2014,,San Francisco,FT,
113061,113062,maintenance machinist,81830.07,77614.04,10150.45,33624.95,169594.56,203219.51,2014,,San Francisco,FT,male
128276,128277,porter supervisor 1,66078.51,8739.8,2545,28249.66,77363.31,105612.97,2014,,San Francisco,FT,male
120195,120196,deputy sheriff,94191.04,5901.59,6621.61,35021.89,106714.24,141736.13,2014,,San Francisco,FT,male
120200,120201,is engineer-assistant,104884,0,0,36785.1,104884,141669.1,2014,,San Francisco,FT,male
113444,113445,eng/arch/landscape arch sr,151730.04,0,0,46271.62,151730.04,198001.66,2014,,San Francisco,FT,female
112639,112640,manager v,153611.63,0,0,56922.12,153611.63,210533.75,2014,,San Francisco,FT,female
130721,130722,customer service agent,66817.8,2089.65,0,27583.3,68907.45,96490.75,2014,,San Francisco,FT,male
136540,136541,account clerk,46343.41,0,0,26048.6,46343.41,72392.01,2014,,San Francisco,FT,
127860,127861,transit operator,66008.25,2539.74,3302.85,35109.46,71850.84,106960.3,2014,,San Francisco,FT,male
121070,121071,deputy probation officer,95789.41,2898.61,4719.26,33444.97,103407.28,136852.25,2014,,San Francisco,FT,male
124436,124437,transit operator,66127.14,19411.41,288.5,34290.25,85827.05,120117.3,2014,,San Francisco,FT,male
134577,134578,custodian,54703,2540.7,0,25813.77,57243.7,83057.47,2014,,San Francisco,FT,male
128141,128142,water quality technician,75702.25,0,0,30412.65,75702.25,106114.9,2014,,San Francisco,FT,male
115088,115089,engineer,131071.02,0,5685.5,43072.04,136756.52,179828.56,2014,,San Francisco,FT,male
122712,122713,transit operator,65113.8,23722.87,4892.53,35109.54,93729.2,128838.74,2014,,San Francisco,FT,male
112508,112509,transit supervisor,90128.04,87685.92,1209.94,33953.31,179023.9,212977.21,2014,,San Francisco,FT,male
120009,120010,deputy sheriff,94191,2937.18,10010.79,35950.9,107138.97,143089.87,2014,,San Francisco,FT,male
128393,128394,community police services aide,65318.92,5548.94,5166.07,29188.72,76033.93,105222.65,2014,,San Francisco,FT,male
126146,126147,architectural assistant 1,76999.01,5247.98,0,30690.93,82246.99,112937.92,2014,,San Francisco,FT,male
121179,121180,transit operator,63370.03,30606.35,7253.89,34891.34,101230.27,136121.61,2014,,San Francisco,FT,male
130322,130323,transit operator,63424.75,3870.11,323.6,30560.42,67618.46,98178.88,2014,,San Francisco,FT,male
124395,124396,transit operator,65780.09,14149.45,4917.54,35457.92,84847.08,120305,2014,,San Francisco,FT,male
132643,132644,transit fare inspector,55358.4,5754.88,208.73,28109.36,61322.01,89431.37,2014,,San Francisco,FT,male
119161,119162,assoc engineer,111138.42,0,0,37612.69,111138.42,148751.11,2014,,San Francisco,FT,
135232,135233,custodian,54703.03,0,0,25818.42,54703.03,80521.45,2014,,San Francisco,FT,
116255,116256,electrical transit system mech,81830,45876.51,8813.8,33672.41,136520.31,170192.72,2014,,San Francisco,FT,
116782,116783,is business analyst-principal,125662,0,0,40703.71,125662,166365.71,2014,,San Francisco,FT,female
116766,116767,is business analyst-principal,125662.01,0,0,40703.71,125662.01,166365.72,2014,,San Francisco,FT,male
125197,125198,personal property auditor,84084.03,0,440,32335.37,84524.03,116859.4,2014,,San Francisco,FT,male
134357,134358,custodian,54703,2559.9,624,25950.05,57886.9,83836.95,2014,,San Francisco,FT,male
134810,134811,custodian,54703.06,2608.97,357.04,24393.74,57669.07,82062.81,2014,,San Francisco,FT,male
126082,126083,accountant iii,80852.01,0,0,32347.91,80852.01,113199.92,2014,,San Francisco,FT,male
124655,124656,transit operator,66572.03,13028.38,3870.8,35567.91,83471.21,119039.12,2014,,San Francisco,FT,
132101,132102,health worker 2,59437.19,1144.58,3398.43,27554.03,63980.2,91534.23,2014,,San Francisco,FT,
124211,124212,transit operator,68099.92,13769.02,3260.98,36183.77,85129.92,121313.69,2014,,San Francisco,FT,
127745,127746,hospital eligiblity worker,74587.05,0,2104,30623.82,76691.05,107314.87,2014,,San Francisco,FT,
133410,133411,custodian,54703,1727.08,2852.58,28077.64,59282.66,87360.3,2014,,San Francisco,FT,
120414,120415,eeo senior specialist,103638.23,0,0,36515.89,103638.23,140154.12,2014,,San Francisco,FT,
129224,129225,general laborer,61818,7540.59,4614.84,28382.18,73973.43,102355.61,2014,,San Francisco,FT,
130981,130982,health worker 3,65055.01,0,1944,28462.4,66999.01,95461.41,2014,,San Francisco,FT,
128422,128423,personnel analyst,73582.6,0,777.5,30763.52,74360.1,105123.62,2014,,San Francisco,FT,male
127946,127947,protective services worker,75602.07,0,0,31094.57,75602.07,106696.64,2014,,San Francisco,FT,male
120065,120066,attorney (civil/criminal),103864.2,0,1312.5,37550.27,105176.7,142726.97,2014,,San Francisco,FT,male
122466,122467,electrical line worker,78895.65,19650.33,221.14,31025.69,98767.12,129792.81,2014,,San Francisco,FT,male
126616,126617,parking control officer,59555.2,22295.6,2217.54,27033.83,84068.34,111102.17,2014,,San Francisco,FT,
120931,120932,pr administrative analyst,100660.01,0,0,36899.88,100660.01,137559.89,2014,,San Francisco,FT,male
111982,111983,manager vi,176441.77,0,0,47901.91,176441.77,224343.68,2014,,San Francisco,FT,male
111099,111100,"head atty, civil & criminal",191461.41,0,5079.25,55826.15,196540.66,252366.81,2014,,San Francisco,FT,male
115476,115477,police officer,93539.12,40177.21,6864.55,35892.07,140580.88,176472.95,2014,,San Francisco,FT,male
129238,129239,snr permit and citation clerk,71607.82,0,1180,29517.21,72787.82,102305.03,2014,,San Francisco,FT,female
129378,129379,unit clerk,63217.2,3618.17,6134.73,28909.71,72970.1,101879.81,2014,,San Francisco,FT,female
128690,128691,senior collections officer,72118.06,0,2079.9,29990.33,74197.96,104188.29,2014,,San Francisco,FT,female
123342,123343,psychiatric social worker,90065.85,0,1703.19,33900.9,91769.04,125669.94,2014,,San Francisco,FT,female
127849,127850,legal secretary 1,76411.01,0,0,30562.67,76411.01,106973.68,2014,,San Francisco,FT,female
134173,134174,parking control officer,57229.26,0,1213.68,26060.58,58442.94,84503.52,2014,,San Francisco,FT,female
136651,136652,home health aide,44150,198,1584,25430.44,45932,71362.44,2014,,San Francisco,FT,female
130132,130133,patient care assistant,60737.2,7892.71,1730,28626.98,70359.91,98986.89,2014,,San Francisco,FT,female
126680,126681,asst chf victim/wit invstgtor,78383.26,657.01,0,31791.86,79040.27,110832.13,2014,,San Francisco,FT,female
125966,125967,transit operator,59060.91,19754.28,3359.5,31528.42,82174.69,113703.11,2014,,San Francisco,FT,female
119008,119009,"srclaimsinvstgtor,cty atty ofc",112092.07,0,0,37805.22,112092.07,149897.29,2014,,San Francisco,FT,
126224,126225,employment & training spec 3,81005.04,0,0,31566.55,81005.04,112571.59,2014,,San Francisco,FT,
119690,119691,senior const inspector,108337.01,0,0,37003.08,108337.01,145340.09,2014,,San Francisco,FT,
127913,127914,child support officer ii,75636.03,0,624,30529.55,76260.03,106789.58,2014,,San Francisco,FT,
130711,130712,patient care assistant,53601.32,9859.28,4136.01,28963.62,67596.61,96560.23,2014,,San Francisco,FT,
125436,125437,licensed vocational nurse,73134,3800.66,6721.07,32097.63,83655.73,115753.36,2014,,San Francisco,FT,
123550,123551,health educator,90885.03,0,0,33725.61,90885.03,124610.64,2014,,San Francisco,FT,
120505,120506,it operations support admin iv,103180.02,0,0,36414.22,103180.02,139594.24,2014,,San Francisco,FT,male
134199,134200,custodian,54703.01,3068.24,664,25961.11,58435.25,84396.36,2014,,San Francisco,FT,male
124086,124087,nursing assistant,67948,22523.87,2294,29159.22,92765.87,121925.09,2014,,San Francisco,FT,male
131681,131682,transit operator,61606.52,9661.96,3981.43,17811.67,75249.91,93061.58,2014,,San Francisco,FT,male
118924,118925,claims adjuster,112673.01,0,0,37929.37,112673.01,150602.38,2014,,San Francisco,FT,male
121868,121869,deputy sheriff,94191,1706.62,2833.59,34189.79,98731.21,132921,2014,,San Francisco,FT,male
112684,112685,dep dir iii,147697.36,0,6046.21,56035.15,153743.57,209778.72,2014,,San Francisco,FT,male
127404,127405,custodial assistant supervisor,60636.8,20632.9,0,27219.38,81269.7,108489.08,2014,,San Francisco,FT,female
